Title,URL,Source,Publication Date,Summary,Emotion Label,Thematic Label
Chicago daycare worker freed after judge rules ICE arrest unlawful #51,https://www.theguardian.com/article-51/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #51,https://www.propublica.org/article-51/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #51,https://abc7chicago.com/article-51/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #51,https://www.wbez.org/article-51/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #52,https://www.theguardian.com/article-52/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #52,https://www.propublica.org/article-52/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #52,https://abc7chicago.com/article-52/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #52,https://www.wbez.org/article-52/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #53,https://www.theguardian.com/article-53/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #53,https://www.propublica.org/article-53/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #53,https://abc7chicago.com/article-53/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #53,https://www.wbez.org/article-53/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #54,https://www.theguardian.com/article-54/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #54,https://www.propublica.org/article-54/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #54,https://abc7chicago.com/article-54/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #54,https://www.wbez.org/article-54/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #55,https://www.theguardian.com/article-55/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #55,https://www.propublica.org/article-55/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #55,https://abc7chicago.com/article-55/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #55,https://www.wbez.org/article-55/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #56,https://www.theguardian.com/article-56/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #56,https://www.propublica.org/article-56/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #56,https://abc7chicago.com/article-56/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #56,https://www.wbez.org/article-56/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #57,https://www.theguardian.com/article-57/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #57,https://www.propublica.org/article-57/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #57,https://abc7chicago.com/article-57/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #57,https://www.wbez.org/article-57/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #58,https://www.theguardian.com/article-58/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #58,https://www.propublica.org/article-58/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #58,https://abc7chicago.com/article-58/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #58,https://www.wbez.org/article-58/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #59,https://www.theguardian.com/article-59/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #59,https://www.propublica.org/article-59/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #59,https://abc7chicago.com/article-59/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #59,https://www.wbez.org/article-59/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #60,https://www.theguardian.com/article-60/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #60,https://www.propublica.org/article-60/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #60,https://abc7chicago.com/article-60/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #60,https://www.wbez.org/article-60/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #61,https://www.theguardian.com/article-61/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #61,https://www.propublica.org/article-61/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #61,https://abc7chicago.com/article-61/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #61,https://www.wbez.org/article-61/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #62,https://www.theguardian.com/article-62/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #62,https://www.propublica.org/article-62/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #62,https://abc7chicago.com/article-62/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #62,https://www.wbez.org/article-62/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #63,https://www.theguardian.com/article-63/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #63,https://www.propublica.org/article-63/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #63,https://abc7chicago.com/article-63/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #63,https://www.wbez.org/article-63/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #64,https://www.theguardian.com/article-64/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #64,https://www.propublica.org/article-64/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #64,https://abc7chicago.com/article-64/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #64,https://www.wbez.org/article-64/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #65,https://www.theguardian.com/article-65/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #65,https://www.propublica.org/article-65/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #65,https://abc7chicago.com/article-65/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #65,https://www.wbez.org/article-65/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #66,https://www.theguardian.com/article-66/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #66,https://www.propublica.org/article-66/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #66,https://abc7chicago.com/article-66/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #66,https://www.wbez.org/article-66/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #67,https://www.theguardian.com/article-67/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #67,https://www.propublica.org/article-67/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #67,https://abc7chicago.com/article-67/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #67,https://www.wbez.org/article-67/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #68,https://www.theguardian.com/article-68/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #68,https://www.propublica.org/article-68/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #68,https://abc7chicago.com/article-68/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #68,https://www.wbez.org/article-68/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #69,https://www.theguardian.com/article-69/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #69,https://www.propublica.org/article-69/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #69,https://abc7chicago.com/article-69/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #69,https://www.wbez.org/article-69/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #70,https://www.theguardian.com/article-70/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #70,https://www.propublica.org/article-70/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #70,https://abc7chicago.com/article-70/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #70,https://www.wbez.org/article-70/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #71,https://www.theguardian.com/article-71/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #71,https://www.propublica.org/article-71/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #71,https://abc7chicago.com/article-71/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #71,https://www.wbez.org/article-71/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #72,https://www.theguardian.com/article-72/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #72,https://www.propublica.org/article-72/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #72,https://abc7chicago.com/article-72/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #72,https://www.wbez.org/article-72/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #73,https://www.theguardian.com/article-73/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #73,https://www.propublica.org/article-73/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #73,https://abc7chicago.com/article-73/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #73,https://www.wbez.org/article-73/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #74,https://www.theguardian.com/article-74/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #74,https://www.propublica.org/article-74/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #74,https://abc7chicago.com/article-74/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #74,https://www.wbez.org/article-74/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
Chicago daycare worker freed after judge rules ICE arrest unlawful #75,https://www.theguardian.com/article-75/us-news/2025/11/13/chicago-daycare-worker-freed-ice-arrest,The Guardian,2025-11-13,Judge found the ICE arrest of daycare worker Diana Santillana Galeano unlawful; community groups celebrated the release.,Anxious,Legal Barriers
‘I Lost Everything’: Venezuelans rounded up in ICE raid without charges #75,https://www.propublica.org/article-75/article/venezuelans-ice-chicago-raid,ProPublica,2025-11-13,Dozens of Venezuelan immigrants in Chicago were detained and deported without charges in a late-night ICE operation.,Sadness,Family Separation
Illinois congresswoman calls ICE conditions 'terrible' after Broadview visit #75,https://abc7chicago.com/article-75/illinois-ice-broadview-detention-underwood/5777483/,ABC7 Chicago,2025-11-25,Rep. Lauren Underwood described ICE detention conditions in Broadview as 'terrible' following a facility inspection.,Anger,Detention Conditions
Chicago apartment raid leaves residents reeling: 'I feel defeated' #75,https://www.wbez.org/article-75/stories/chicago-apartment-ice-raid-trauma/2025-10-01,WBEZ,2025-10-01,"Armed ICE agents raided an apartment building, detaining residents and traumatizing families during Operation Midway Blitz.",Fear,Detention Conditions
